id,scientificNameWithoutAuthor,commonNames,gbifId,powoId,iucnCategory
1400218,Ficus cyathistipula,African fig tree; Kachere; African Fig; Long bean,7262354,852705-1,LC
1384080,Ficus cyathistipuloides,,5569674,583407-1,VU
1601838,Ficus cyclophylla,,5569667,852707-1,EN
1428405,Ficus dammaropsis,Dinner plate fig; Highland Breadfruit,5572715,583413-1,LC
1601845,Ficus davidsoniae,,5572686,104500-2,LC
1419506,Ficus deltoidea,Mistletoe fig,7262889,852727-1,LC
1748496,Ficus demeusei,,5572586,852728-1,
1601848,Ficus dendrocida,Strangler Fig,5572579,852729-1,LC
1408077,Ficus densifolia,,5572552,852732-1,
1384081,Ficus densistipulata,,7685851,583421-1,NT
1601851,Ficus destruens,Strangler fig,5572506,583425-1,LC
1601856,Ficus dicranostyla,,5572427,583433-1,LC
1405057,Ficus donnell-smithii,,5572269,104505-2,LC
1428406,Ficus drupacea,Brown woolly fig; Drupe fig; Hairy fig; Red fig; Mysore fig; Zhen guo rong,5361914,852769-1,LC
1601864,Ficus dryepondtiana,,5572210,583447-1,LC
1400268,Ficus duartei,,5572197,326803-2,
1601866,Ficus duckeana,,5572184,326804-2,
1417525,Ficus dzumacensis,,5572096,583454-1,
1403870,Ficus elastica,Rubberplant; Indian rubberplant; Rubber Plant; Indian Rubber Tree; India rubber fig; Indian Rubber Fig; Karet tree; فیکوس; Indian rubbertree; Rubber tree; فیکوس الاستیکا; India rubber tree; Rubber fig; Ficus Elastica 'Tineke'; Assam rubber tree; Indian rubber plant; Burgundy rubber plant; Rubber Bush; Ficus Shivereana; Fönsterfikus,5361903,60458499-2,LC
1384083,Ficus elasticoides,Rubber shade tree,5572043,583459-1,LC
1601876,Ficus enormis,,5571958,852800-1,LC
1419507,Ficus erecta,Fairy Fig; Erect fig; Itabi; Japanese fig,5571945,852802-1,LC
1384054,Ficus exasperata,Forest sandpaper fig; Sandpaper tree; Brahma's Banyan,7687857,852817-1,LC
1405056,Ficus eximia,,7262758,852825-1,LC
1384055,Ficus fischeri,Poplar leaved fig; Savanna Fig,5571567,583495-1,
1601886,Ficus fiskei,,5571562,583496-1,LC
1428408,Ficus fistulosa,Common yellow stem fig; Figs,7262725,852846-1,LC
1601893,Ficus fraseri,White Sandpaper Fig; Sandpaper fig,7642634,852861-1,LC
1428410,Ficus fulva,Indian Marri,5571361,852867-1,LC
1601903,Ficus geniculata,Geniculate Fig; Dotted Fig,7262657,852882-1,
1601910,Ficus glaberrima,,7733052,852893-1,LC
1384056,Ficus glumosa,Hairy Rock Fig; Mountain rock fig; African Rock Fig; Mountain Fig; Golden Haired Rock Fig; Sonder's Fig; Sonder's Wild Fig,5571065,852908-1,LC
1822604,Ficus goldmanii,,5571045,104546-2,
1601917,Ficus gomelleira,,5571029,852913-1,LC
1601925,Ficus grevei,,5570915,852926-1,LC
1730029,Ficus guaranitica,,5570839,104557-2,
1402447,Ficus guianensis,,5570813,852941-1,
1601937,Ficus habrophylla,,8344648,583573-1,LC
1601940,Ficus hartwegii,,5570703,852958-1,LC
1402437,Ficus hebetifolia,,5570670,104566-2,LC
1601944,Ficus henryi,,5570621,852966-1,LC
1428414,Ficus hesperidiiformis,,5570603,852968-1,LC
1601948,Ficus heterophylla,Creeping Fig,8418037,852970-1,
1601950,Ficus heteropoda,,5570575,852972-1,LC
1416106,Ficus heteroselis,,5570574,852973-1,
1428415,Ficus hispida,"Hairy fig; Rough leaf fig; খস/খসখসে/কাক ডুমুর (Bangla), Kakodumbarika/Malayoo (Sanskrit), Gobla/Kagsha/Kala Umbar (Hindi); River fig; Soft fig; బ్రహ్మమేడి",7879404,852981-1,LC
1825603,Ficus hondurensis,,5570451,104568-2,
1601954,Ficus hookeriana,,5570441,583609-1,
1601957,Ficus humbertii,,5570398,929992-1,EN
1416108,Ficus hurlimannii,,5570381,928382-1,
1384057,Ficus ilicina,Laurel Rock Fig; Laurel Fig; Rock Splitting Fig,8235296,853001-1,LC
1359654,Ficus ingens,Red leaved rock fig; Red leaved fig; Umgonswane (Zulu),5570086,853021-1,LC
1402449,Ficus insipida,Wild Fig; Sak kabah,6358534,853024-1,LC
1384085,Ficus jansii,,5569864,583662-1,
1601982,Ficus johannis,Mountain Fig; اَنجیر کوه; انجیر کوهی,7262375,853045-1,LC
1384107,Ficus kamerunensis,,5569725,583678-1,LC
1428418,Ficus kerkhovenii,Johore fig,5569655,583686-1,
1785848,Ficus krishnae,Krishna Fig; क्रिष्ना वड,5572640,583702-1,
1402450,Ficus krukovii,,5572614,277200-2,LC
1601993,Ficus lacor,Grey fig,5572206,853069-1,
1428419,Ficus lamponga,Lampung fig,7262880,853077-1,LC
1602001,Ficus lapathifolia,,5572393,853090-1,LC
1408078,Ficus lateriflora,,5572364,853095-1,CR
1602007,Ficus laurifolia,,7582575,853099-1,
1416109,Ficus leiocarpa,,5572213,853107-1,
1384086,Ficus leonensis,,5572182,583732-1,
1414776,Ficus lifouensis,,5572044,583740-1,
1602019,Ficus lingua,Box leaved fig; Small leaved fig,7262795,853132-1,LC
1602023,Ficus longifolia,Long leaf Fig,5571956,853140-1,
1602025,Ficus louisii,,5571906,583755-1,LC
1602029,Ficus luschnathiana,,5571838,853154-1,LC
1384058,Ficus lutea,Giant leaved Fig; Lagos rubbertree; Dahomey rubbertree; Vogel's fig; West African rubbertree; Giantleaf Fig; Water Fig,5571832,853155-1,LC
1363140,Ficus lyrata,Fiddle leaf fig; Banjo fig; Fiddleleaf fig; Lyre leaf figtree; فیکوس لیراتا; Fig; Fiddle leaf; Fiddle Leaf Ficus; Lyrate leaf fig; Bambino; Fiddleleaf Ficus,5361899,853158-1,LC
1602030,Ficus macbridei,,5571803,104612-2,LC
1602034,Ficus maclellandii,Banana Leaf Ficus; Banana leaf fig; Amstel King; Ficus,7262766,853160-1,
1419508,Ficus macrophylla,Moreton Bay Fig; Australian Banyan; Australian ban yan; Australian Banyan Fig; Australian Banyan Tree; Australian Moreton Bay Fig; Black fig,5570636,,LC
1804510,Ficus macrophylla,Moreton Bay fig; Australian banyan; Black fig; Australian ban yan; Australian Banyan Fig; Australian Banyan Tree; Australian Moreton Bay Fig,5570636,60458501-2,LC
1602036,Ficus macrostyla,Indian Laurel Fig,5571710,583768-1,
1602038,Ficus madagascariensis,,5571691,929991-1,LC
1416110,Ficus maialis,,5571610,583780-1,
1424486,Ficus marmorata,,5571468,853191-1,LC
1404438,Ficus maroniensis,,5571448,104624-2,LC
1405055,Ficus mathewsii,,5571405,853198-1,LC
1405058,Ficus matiziana,,5571399,104625-2,LC
1408079,Ficus mauritiana,,5571388,853199-1,
1402452,Ficus maxima,Hicatee fig,5571386,853200-1,LC
1428423,Ficus melinocarpa,,7262687,853207-1,LC
1602053,Ficus menabeensis,,5571298,583814-1,LC
1409180,Ficus microcarpa,Chinese Banyan; Indian Laurel; Laurel Fig; Malay banyan; Curtain fig; Indian laurel tree; Indian laurel fig; Ficus ginseng; Glossy leaf fig; Hill's weeping fig; Small fruit fig; Ficus; Bonsai Dollar; Bonsai ficus; Fig,7467639,853217-1,LC
1416111,Ficus microtophora,,5571152,583829-1,
1855877,Ficus minahassae,Hagimit,5571122,853225-1,
1428424,Ficus minahassae,Hagimit,5571122,853225-1,LC
1602064,Ficus mollis,,5571047,853238-1,LC
1419509,Ficus montana,Oak leaf fig,8041955,853240-1,LC
1384088,Ficus mucuso,,5570950,583844-1,LC
1416112,Ficus mutabilis,,5570909,853258-1,VU
1410195,Ficus natalensis,Natal fig; Bark Cloth Fig; Granite boulder natal fig; Kopje fig; Mutsamvi; False mugumo; Ficus Triangularis,6358688,853264-1,LC
1602073,Ficus neriifolia,,8007516,77094094-1,
1776126,Ficus nervosa,,7262544,853278-1,LC
1416113,Ficus nitidifolia,,5570681,853290-1,
1421270,Ficus nota,Tibig; Sacking tree,5361915,853295-1,LC
1402453,Ficus nymphaeifolia,Fig; Lily pad-leaf Fig,5570630,853301-1,LC
1602080,Ficus obliqua,Small leaf fig; Small leaved fig,7262513,853304-1,LC
1602081,Ficus obscura,,7262498,853311-1,LC
1602082,Ficus obtusifolia,Amate; Strangler fig,5361910,853317-1,LC
1384089,Ficus oreodryadum,,5570384,583888-1,
1602094,Ficus osensis,,5570340,304147-2,EN
1417526,Ficus otophora,,5570324,583896-1,
1416114,Ficus otophoroides,,5570318,583897-1,
1748497,Ficus ottoniifolia,,7262455,853336-1,LC
1602099,Ficus pachyclada,Giant leaved fig,7262443,853345-1,LC
1428432,Ficus padana,,5570157,853351-1,LC
1402438,Ficus pakkensis,,5570145,104663-2,VU
1405898,Ficus pallida,,7363269,853355-1,LR/lc
1726571,Ficus palmarensis,,7742818,77143940-1,
1363141,Ficus palmata,Punjab fig; Wild Himalayan Fig; Indian fig,5361916,853358-1,LC
1417527,Ficus pancheriana,,5570033,853365-1,
1602104,Ficus pandurata,Lesser Fiddle Leaf Fig,8037208,853368-1,
1405060,Ficus panurensis,,5569997,104669-2,LC
1402454,Ficus paraensis,,5569960,1004295-2,LC
1428433,Ficus parietalis,Sharp fig,5569936,853377-1,LC
1602112,Ficus pedunculosa,,5569844,853390-1,LC
1402456,Ficus pertusa,,7944396,853405-1,LC
1602117,Ficus petiolaris,Petiolate Fig; Rock Fig; Petiolated Fig,7262350,853408-1,LC
1384094,Ficus platyphylla,Ficus,5572533,853433-1,LC
1602125,Ficus platypoda,Desert Fig; Fig; Port Jackson fig; Rock fig; Rusty fig; Small leaf Moreton Bay fig,6359010,853434-1,LC
1726570,Ficus plectonervata,,7604962,77143941-1,
1602130,Ficus polita,Heart leaved fig,5569755,853439-1,LC
1431692,Ficus politoria,,5572392,853442-1,LC
1602132,Ficus polyphlebia,,5572346,853450-1,LC
1406292,Ficus popenoei,,7262862,104685-2,LC
1363144,Ficus populifolia,,8368351,853455-1,LC
1426324,Ficus prolixa,Fig,5361898,853478-1,LC
1384096,Ficus pseudomangifera,,5572016,583984-1,
1419510,Ficus pseudopalma,Dracaena fig; Palm like fig; Philippine fig; Palm leaf fig,5572006,853498-1,
1416115,Ficus pteroporum,,5571949,928384-1,
1602142,Ficus pubigera,,7262791,60442938-2,LC
1402458,Ficus pulchella,,7406496,853509-1,VU
1363143,Ficus pumila,Climbingfig; Creeping fig; Climbing fig; Figvine; Creeping rubberplant; Fig; Creeping Ficus; Creeping rubber plant; Oriental spruce; Tickey creeper,5361930,853513-1,
1602145,Ficus punctata,,7673670,853516-1,
1428438,Ficus pungens,,5571852,853522-1,LC
1602147,Ficus pyriformis,,7262768,853532-1,LC
1416182,Ficus racemigera,,5571762,853538-1,
1419511,Ficus racemosa,Cluster fig; Clustertree; Country fig; Redwood fig; Gular Fig; Indian Fig Tree; Gular; Crattock; Ju guo rong; Red river fig; Goolar Fig; उदुम्बर (Sanskrit); Cluster Fig Tree; Umar; Umbar in Marathi language,5361904,853540-1,LC
1384097,Ficus recurvata,,5571630,584007-1,
1408080,Ficus reflexa,,8385498,853557-1,LC
1405284,Ficus religiosa,Peepal tree; Peepul Tree; Sacred fig; Bodhi tree; Peepultree; Bo tree; Botree; Peepul; Sacred fig tree; Sacred bo tree; రావి; Bo; Holy fig tree; Pipul; Bodi; Ashvatta tree; Buddha Tree; انجیر معابد; அரசமரம்,5361935,853563-1,LC
1428440,Ficus retusa,Indian laurel; Indian Laurel Fig; Cuban laurel; Chinese banyan; Ficus nitida; Glossy leaf fig; Malay bayan; Malay Laurel; Malesia Laurel; بنجامین,3765871,853577-1,LC
1428441,Ficus ribes,,5571425,853585-1,
1602158,Ficus richteri,,5571413,104704-2,EN
1602162,Ficus rigo,,5571352,853595-1,EN
1428442,Ficus robusta,Rubber Plant,5571322,584025-1,LC
1404832,Ficus roraimensis,,5571288,277202-2,EN
1362952,Ficus rubiginosa,Port Jackson fig; Rusty fig; Illawarra fig; Rusty leaved Fig; Figwood; Larger small leaf fig; Little Leaf Fig; Littleleaf fig; Small leaf fig,5361929,60466944-2,LC
1408082,Ficus rubra,,5571221,853612-1,LC
1602168,Ficus rubrivestimenta,,8424516,60454630-2,
1423892,Ficus rumphii,Mock Bodh Tree; Mock Peepul Tree; Xin ye rong,5571130,853626-1,
1419512,Ficus sagittata,Trailing fig,5571076,853631-1,LC
1384108,Ficus sagittifolia,,5571073,584046-1,LC
1602179,Ficus salicaria,,5571067,330197-2,
1422528,Ficus salicifolia,Wonderboom fig,5571063,853634-1,
1422529,Ficus sansibarica,Knobbly fig,7262605,853639-1,
1602185,Ficus sarmentosa,Impressed Sarmentosa Fig; Ban timila,7262595,927565-1,
1384098,Ficus saussureana,Loquat leaf fig,9186600,853644-1,LC
1719875,Ficus scaberrima,,5570919,853648-1,LC
1602190,Ficus scabra,Common cluster fig; Large fruited sycamore fig; Mulberry fig; Sycamore fig; Sycomore fig,5570907,853652-1,LC
1602194,Ficus schippii,,5570840,104716-2,LC
1402459,Ficus schumacheri,,5570823,853664-1,LC
1602203,Ficus scott-elliottii,,8238443,584077-1,LC
1602205,Ficus semicordata,,7422755,927561-1,LC
1423893,Ficus septica,Septic fig; Angular fruit fig; Hauili fig tree; Hampan,7852448,853688-1,LC
1602209,Ficus simplicissima,Hairy Fig,5570563,853709-1,LC
1428444,Ficus sinuata,,5834136,853712-1,LC
1602213,Ficus soatensis,,7262483,104721-2,LC
1420948,Ficus spp.,Ficus Alii; Amstel King; Ficus,,,
1384063,Ficus stuhlmannii,Lowveld fig; Stuhlmann's fig; Stuhlmann's Wild Fig; Mukunyu; Mupula mpako,5570131,853758-1,LC
1384099,Ficus subcostata,,5570077,584138-1,
1602232,Ficus subincisa,,7262418,927562-1,LC
1602235,Ficus subpisocarpa,Japanese Superb Fig; Superb Fig; Ficus,7262408,584145-1,LC
1602237,Ficus subsagittifolia,,5569946,584147-1,
1602240,Ficus subtrinervia,,5569909,853783-1,LC
1602241,Ficus subulata,,5569896,853785-1,LC
1719877,Ficus superba,Sea fig; Cedar fig; Deciduous fig; Sand fig; ウスク,6358498,853790-1,LC
1428449,Ficus superba,Cedar fig; Deciduous fig; Sea fig; Sand fig; ウスク,6358498,,LC
1384064,Ficus sur,Broom Cluster Fig; Cape fig; Bush fig; Cape Wild Fig; Fire Sticks; Kooman; Kooman Fig,5569827,853792-1,LC
1361856,Ficus sycomorus,Sycomore fig; Mulberry fig; Sycamore fig; Pharoah fig; Sycomore; Common Cluster Fig; Large fruited sycamore fig; Sycamore ficus,5361921,853797-1,LC
1602252,Ficus tarennifolia,,5569693,584164-1,
1820402,Ficus tecolutensis,,5569673,853811-1,
1602255,Ficus tequendamae,,5569602,104738-2,EN
1384101,Ficus tesselata,Tesselate Fig Shell,5572684,853822-1,LC
1384066,Ficus thonningii,Fig; Small figtree; Chinese banyan; Common Wild Fig; Giant forest fig; Common Fig; Moumo,5361900,853830-1,LC
1602261,Ficus tiliifolia,,5572526,853837-1,LC
1426323,Ficus tinctoria,Dye fig; Fig; Humped fig,3767426,853840-1,LC
1602262,Ficus tonduzii,,5572425,104743-2,LC
1602264,Ficus torrentium,,5572415,584187-1,VU
1726215,Ficus trachelosyce,,5572359,104746-2,NT
1431693,Ficus tremula,Quiver leaved fig,7262859,853862-1,LC
1602270,Ficus trianae,,5572292,104748-2,LC
1384067,Ficus trichopoda,,5572235,853871-1,LC
1402461,Ficus trigona,,7930239,853876-1,LC
1405067,Ficus trigonata,Jaguey Blanco,5361896,316338-2,LC
1719878,Ficus triloba,,8715736,1004157-1,LC
1602281,Ficus tsjakela,,5572063,853891-1,
1602285,Ficus turrialbana,,5572008,104751-2,LC
1428451,Ficus ulmifolia,Is is,5361908,853902-1,LC
1384102,Ficus umbellata,Umbrella Tree Fig,5571957,853903-1,LC
1602291,Ficus vaccinioides,Creeping fig,5571825,853920-1,
1384110,Ficus vallis-choudae,Haroni fig; False cape fig,5571789,853925-1,
1428452,Ficus variegata,Common red stem fig; Variegated fig; Green fruit fig; Red stem fig; Green fruited fig; True Fig Shell; Variable Fig Shell,3234563,853928-1,LC
1384104,Ficus variifolia,,5571767,853929-1,LC
1384112,Ficus vasta,Fig tree,5571755,853932-1,LC
1602295,Ficus velutina,Velvet fig,5571745,853933-1,LC
1384068,Ficus verruculosa,Water Fig; Gomoti Bush; Citawa tawa; Giant leaved fig; Gomotibush; Kafumwe; Lagos rubbertree; Musali; Mvumu; West African rubbertree,5571688,853943-1,LC
1416116,Ficus versicolor,,5571684,853944-1,
1416117,Ficus vieillardiana,,5571633,853950-1,
1419513,Ficus villosa,Shaggy Leaf Fig; Villous fig,5571621,584240-1,
1416105,Ficus virens,Mountain fig; Spotted fig; Spotted White Fig; Albayi; Fig tree; Grey fig; Huang ge shu; White fig; Pikhan; Pikhan Fig; सफेद अंजीर,9512597,853954-1,LC
1414931,Ficus virgata,Figwood; Dao rong,7262728,853956-1,LC
1384069,Ficus vogeliana,,5571515,853964-1,LC
1384105,Ficus wakefieldii,,5571469,584247-1,
1417528,Ficus webbiana,,5571434,853975-1,
1384113,Ficus wildemaniana,,7464050,853980-1,
1406289,Ficus yoponensis,,5571280,853989-1,LC
1357573,Filago argentea,,3115862,207837-1,
1508013,Filago arizonica,,3115907,104778-2,
1357574,Filago arvensis,Field cudweed; Field cottonrose; Field cotton rose; Field fluffweed; Flixwort; Cudweed; Field filago; Least cudweed,3115875,207840-1,
1362738,Filago asterisciflora,,3115812,941483-1,
1508014,Filago californica,California cottonrose,3088917,104779-2,
1357575,Filago carpetana,,3115914,207851-1,
1357577,Filago congesta,,3115828,207855-1,
1357578,Filago contracta,Compact Cudweed,3115927,207857-1,
1508017,Filago depressa,,3115790,104783-2,
1355948,Filago desertorum,,3115827,207869-1,
1746819,Filago discolor,,9112244,77109456-1,
1357581,Filago fuscescens,,3115925,207884-1,
1362225,Filago germanica,Broad leaved cudweed; Broadleaf Cotton rose; Broadleaf cottonrose; Common cudweed,3115803,207886-1,
1392347,Filago germanica,Common Cudweed; Common cottonrose; Common cutweed,7533148,,
1508026,Filago lusitanica,,3115849,207912-1,
1357588,Filago lutescens,Red tipped cudweed,3115897,207913-1,
1392349,Filago neglecta,,3115786,207929-1,
1357593,Filago pygmaea,Pygmy cudweed,3115793,207949-1,
1357594,Filago pyramidata,Broad Leaved Cudweed; Broadleaf cottonrose; Broad leaved cottonrose; Broad leaved cutweed,3115755,207952-1,
1362109,Filago sahariensis,,3115896,207959-1,
1392352,Filago tyrrhenica,,3115912,207971-1,
1372858,Filicium decipiens,Ferntree; Fern tree; Fern leaved tree; Japanese fern tree,3189977,128045-1,LC
1685927,Filicium longifolium,,3788027,783159-1,LC
1685928,Filicium thouarsianum,,3788019,783161-1,NT
1420361,Filipendula camtschatica,Giant meadowsweet,7272312,724927-1,
1763565,Filipendula digitata,,2988040,77221978-1,
1667435,Filipendula glaberrima,Korean meadowsweet,2988055,724924-1,
1667438,Filipendula multijuga,Multi ridge meadowsweet,2987969,724932-1,
1667442,Filipendula rubra,Queen of the prairie; Queen of-the-Prairie; Red queen of-the-meadow; Prairie dropwort,2988113,104799-2,
1392353,Filipendula ulmaria,Meadowsweet; Queen of the meadow; Queen of-the-meadow; Meadow sweet; Bridewort; Pride of the Meadow; Meadow Queen; Honey sweet; Lady of the meadow; Elm queen of-the-meadow; European Meadowsweet; White queen of-the-meadow; Tejârääsi; Mead wort,2987999,724943-1,LC
1667444,Filipendula vestita,,2988047,724944-1,
1360297,Filipendula vulgaris,Dropwort; Common Queen of-the-meadow; Meadowsweet; Aglică; Common Filipendula,2988069,724945-1,
1368586,Fillaeopsis discophora,,2981414,495233-1,LC
1421271,Fimbristylis aestivalis,Summer fimbry; Summer fimbristylis,2708266,307664-1,
1533448,Fimbristylis alboviridis,,2708461,307674-1,LC
1386772,Fimbristylis aphylla,,2708794,307695-1,LC
1403947,Fimbristylis autumnalis,Slender fimbry; Slender fimbristylis; Slender fingerush; Low fimbristylis; Puerto Rico Fimbristylis; Slender fringerush,2708280,307720-1,LC
1386790,Fimbristylis barteri,,2709102,307724-1,
1363307,Fimbristylis bisumbellata,,2708744,307729-1,LC
1386776,Fimbristylis bivalvis,,2708345,986228-1,
1533472,Fimbristylis cancellata,,2708788,307760-1,
1401484,Fimbristylis complanata,Puerto Rico Fimbry,2708680,1111946-2,LC
1533486,Fimbristylis consanguinea,,2708305,307817-1,LC
1401485,Fimbristylis cymosa,Tropical Fimbry; Hurricanegrass; Tropical fimbristylis,2709108,307835-1,LC
1386798,Fimbristylis debilis,,2708784,307843-1,LC
1386773,Fimbristylis dichotoma,Annual Fimbry; Forked fimbry; Tall fringe rush; Two leaf fimbristylis; Common fringe rush; Lesser fimbristylis; Tall Fimbry; Annual fringerush; Forked fringerush; Slender fringerush,2708808,307853-1,LC
1533499,Fimbristylis dipsacea,Harper's Fimbristylis,2709071,307863-1,LC
1428457,Fimbristylis falcata,,2708500,1064909-2,
1363309,Fimbristylis ferruginea,West Indian fimbry; Rusty Sedge,2708137,104946-2,LC
1386794,Fimbristylis fibrillosa,,2709036,904210-1,
1386793,Fimbristylis gabonica,,2708676,307921-1,
1386792,Fimbristylis littoralis,Fimbry; Lesser fimbristylis; Grass like fimbristylis; Grass Like Fimbry; Lesser fimbry,2709087,308035-1,LC
1386801,Fimbristylis madagascariensis,,2709083,308051-1,
1533564,Fimbristylis mangorensis,,2708675,308056-1,
1533571,Fimbristylis microcarya,,2708602,308078-1,LC
1533621,Fimbristylis quinquangularis,Fiveangle fimbry; Five Angle Fimbry,2709171,308201-1,LC
1386779,Fimbristylis scabrida,,2708099,308238-1,
1386780,Fimbristylis schoenoides,Ditch Fimbry; Few spikelet fimbristylis,2708724,308245-1,LC
1533644,Fimbristylis sieboldii,Rusty fimbristylis,2708170,308265-1,
1401488,Fimbristylis spadicea,Marsh Fimbry,2708229,308274-1,
1533657,Fimbristylis splendida,,2708572,308284-1,
1363311,Fimbristylis squarrosa,Curved awn fimbristylis,2708463,308286-1,LC
1443702,Fimbristylis vahlii,Vahl's Fimbry,2709016,1064734-2,
1762998,Fimbristylis velata,,2708469,308397-1,
1753144,Fingerhuthia africana,Zulu fescue; Thimble Grass,2703276,325128-2,
1593765,Firmiana colorata,Indian parasol tree,7322920,941596-1,LC
1392354,Firmiana simplex,Chinese Parasoltree; Phoenix tree; Chinese Parasol; Chinese bottle tree; Chinese parasol tree; Chinese bottletree; Japanese varnish tree; Japanese varnishtree; Phoenixtree; Sycamore leaf sterculia; Varnish tree; Wutong; سیدالاشجار,3152111,823357-1,LC
1460616,Fischeria billbergiana,,8235491,277206-2,
1460618,Fischeria brachycalyx,,7914630,105015-2,
1712064,Fischeria columbiana,,8343968,105017-2,
1460619,Fischeria panamensis,,8295933,105024-2,
1460621,Fischeria scandens,,7720134,97425-1,
1406876,Fissicalyx fendleri,,2943740,495235-1,LC
1455219,Fissistigma sumatrana,,3648961,77073586-1,
1421273,Fitchia speciosa,Burr daisytree; Rarotonga Fitchia,5387281,207988-1,LC
1418146,Fittonia albivenis,Nerveplant; Mosaic plant; Silver threads; Angel Plant; Silver nerve; Fittonia; فتونیا یا گل موزایکی; Silver fittonia; Silver netleaf; Silver netplant; Snakeskinplant; Sneezeweed; Nerve plant; Silver nerve plant; Silver net plant; White leaved fittonia; White nerve plant; فیتونیا; Pink Angel; Red vein; Silver Nerveplant; White Dwarf,5574508,105033-2,
1445483,Fittonia gigantea,Giant Fittonia; Giant Nerveplant,5574499,48995-1,
1388923,Fitzroya cupressoides,Patagonian Cypress; Chilean False Larch,2684353,105034-2,EN
1382426,Flabellaria paniculata,,5635057,556331-1,
1420551,Flacourtia indica,Governor's Plum; Madagascar plum; Batoko plum; Ramontchi; Indian plum; Batoka Plum; Flacourtia; Governor’s plum; Governors plum; Mauritius Plum; Rhodesian Plum,5331162,365348-1,LC
1382988,Flacourtia inermis,Lovi lovi; Batoko plum; Plum of-Martinique; Tomi tomi,5331166,111655-1,LC
1382989,Flacourtia jangomas,Indian plum; Greater krekup; Runeala plum; Governor's plum; Paniala; Rukam; Governor Plum; Jamman; Scramberry,5331164,365350-1,
1683678,Flacourtia montana,,5603911,111663-1,
1420552,Flacourtia rukam,Rukam,5331160,111681-1,LC
1379436,Flagellaria guineensis,Climbing bamboo; Climbing Bushcane; Kanoti Grass; Ugonothi,5287573,366163-1,
1379617,Flagellaria indica,Bush Cane; False Rattan; Hell Tail; Indian Bushcane; Supplejack; Supplejack Vine; Whip vine; Wild ratan,5287564,366164-1,
1548569,Flagellaria neocaledonica,Pacific Bushcane,5287572,366167-1,
1672774,Flagenium farafanganense,,3847910,77086607-1,VU
1672775,Flagenium latifolium,,2891964,749349-1,DD
1672776,Flagenium pedunculatum,,3847903,77086608-1,
1672777,Flagenium petrikense,,3847900,77086609-1,EN
1672778,Flagenium setosum,,2891962,749350-1,DD
1672779,Flagenium triflorum,,2891958,749351-1,LC
1364131,Flaveria bidentis,Coastal plain yellowtops; Speedy weed; Coastalplain Yellowtop; Speedyweed; Smelter's Bush; Coastal Plain Flaveria; Coastalplain yellowtops,3086861,105042-2,
1508045,Flaveria chlorifolia,Clasping yellowtops,3086859,326931-2,
1443710,Flaveria linearis,Narrowleaf yellowtops; Narrow leaf yellowtops; Yellowtop; K'anlol xiu,3086837,208011-1,
1423895,Flaveria trinervia,Clustered Yellowtops; Cluster flaveria; Clusterflower; Speedyweed; Yellow twinstem,3086845,105061-2,
1508068,Fleischmannia blakei,,5399567,105069-2,
1508069,Fleischmannia bohlmanniana,,5399611,105070-2,
1508073,Fleischmannia carletonii,,5399627,105073-2,
1508075,Fleischmannia chiriquensis,,5399633,105074-2,
1508077,Fleischmannia coibensis,,5399665,997090-1,
1826904,Fleischmannia hammelii,,5399686,321230-2,
1508102,Fleischmannia imitans,,5399621,105094-2,
1508103,Fleischmannia incarnata,Pink thoroughwort,5399672,105095-2,
1405534,Fleischmannia microstemon,Tropical Thoroughwort,5399722,105109-2,
1508120,Fleischmannia misera,,5399684,105110-2,
1508122,Fleischmannia multinervis,,5399615,105112-2,
1508124,Fleischmannia nix,,5399707,208083-1,
1712726,Fleischmannia pinnatifida,,8843276,77140579-1,
1825762,Fleischmannia plectranthifolia,,9215527,105118-2,
1508133,Fleischmannia pratensis,Purple malva,5399582,105122-2,
1826206,Fleischmannia profusa,,9220580,77115898-1,
1508135,Fleischmannia pycnocephala,Lavender thoroughwort,5402919,105124-2,
1508136,Fleischmannia pycnocephaloides,,5399601,105125-2,
1508145,Fleischmannia seleriana,,5399711,105133-2,
1727580,Fleischmannia sideritidis,,9068825,105134-2,
1508149,Fleischmannia sonorae,Sonoran thoroughwort,5399704,105137-2,
1508155,Fleischmannia tysonii,,5399687,105144-2,
1508157,Fleischmannia viscidipes,,5399708,105148-2,
1508162,Fleischmanniopsis leucocephala,,3118128,105152-2,
1508164,Fleischmanniopsis nubigenoides,,3118134,105155-2,
1363787,Flemingia faginea,,5359906,77163779-1,
1368372,Flemingia grahamiana,Stain pod; Stainpod; Stainpod Silkbush,5359839,495259-1,
1368373,Flemingia macrophylla,Flemingia; Wild hop,5359866,495277-1,
1408088,Flemingia macrophylla,Flemingia; Large leaf flemingia; Wild hop; Wurrus,5359866,,
1729378,Flemingia semialata,,5359883,495302-1,
1408089,Flemingia strobilifera,Wild hops; Luck plant; Wildhops; Makhiyoti; মাখিয়তী,5359843,495307-1,
1682686,Flindersia australis,Crow's ash; Australian teak,7827465,578482-1,LC
1806476,Flindersia bennettii,Bennett's Ash,7526198,77222216-1,
1682690,Flindersia collina,Broad leaved leopard tree,3835529,773624-1,LC
1682691,Flindersia dissosperma,Scrub leopardwood,3835511,773625-1,LC
1417472,Flindersia fournieri,,3835500,578488-1,
1682692,Flindersia maculosa,Leopard tree; Leopardwood,3835347,113913-3,LC
